ID,Type,UGS,"GTIN, UPC, EAN ou ISBN",Nom,Publié,"Mis en avant ?","Visibilité dans le catalogue","Description courte",Description,"Date de début de promo","Date de fin de promo","État de la TVA","Classe de TVA","En stock ?",Stock,"Montant de stock faible","Autoriser les commandes de produits en rupture ?","Vendre individuellement ?","Poids (g)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Autoriser les avis clients ?","Note de commande","Tarif promo","Tarif régulier",Catégories,Étiquettes,"Classe d’expédition",Images,"Limite de téléchargement","Jours d’expiration du téléchargement",Parent,"Groupes de produits","Produits suggérés","Ventes croisées","URL externe","Libellé du bouton",Position,Marques
18132,simple,,,"DCP Soin lipidik AP+ 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,179.00,268.50,"Corps, Corps > Hydratation Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-Soin-lipidik-AP-200ml.webp,,,,,,,,,0,DCP
18133,simple,,,"DCP sunscreen hydro creme invisible spf50+ 100ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,242.00,363.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-sunscreen-hydro-creme-invisible-spf50-100ml.webp,,,,,,,,,0,DCP
18134,simple,,,"DCP Sunscreen invisible spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,158.00,237.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-Sunscreen-invisible-spf50-50ml.webp,,,,,,,,,0,DCP
18135,simple,,,"DCP Syndet lipidik 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,131.00,196.50,"Corps, Corps > Nettoyant Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-Syndet-lipidik-200ml.webp,,,,,,,,,0,DCP
18136,simple,,,"DCP trio-acne gel nettoyant 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,168.00,252.00,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-trio-acne-gel-nettoyant-200ml.jpg,,,,,,,,,0,DCP
18137,simple,,,"DCP trio-acne soin ski 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,126.00,189.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-trio-acne-soin-ski-30ml.webp,,,,,,,,,0,DCP
18138,simple,,,"DCP Uree 50% Hyperkeratose localisee 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,116.00,174.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/DCP-Uree-50-Hyperkeratose-localisee-30ml.webp,,,,,,,,,0,DCP
18139,simple,,,"Depiwhite Gel Contour De L'oeil 15ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,229.00,343.50,"Visage, Visage > Yeux & Levres",,,https://paralbl.ma/wp-content/uploads/2026/03/Depiwhite-Gel-Contour-De-Loeil-15ml.webp,,,,,,,,,0,ACM
18140,simple,,,"Depiwhite Lait Eclaircissant 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,209.00,313.50,"Corps, Corps > Soin Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Depiwhite-Lait-Eclaircissant-200ml.png,,,,,,,,,0,ACM
18141,simple,,,"Depiwhite Lait eclaircissant 500Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,267.00,400.50,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Depiwhite-Lait-eclaircissant-500Ml.png,,,,,,,,,0,ACM
18142,simple,,,"Depiwhite Mousse Nett Eclaircissant 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,265.00,397.50,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Depiwhite-Mousse-Nett-Eclaircissant-200ml.jpg,,,,,,,,,0,ACM
18143,simple,,,"Depiwhite.M ecran spf50",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,206.00,309.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Depiwhite.M-ecran-spf50.jpg,,,,,,,,,0,"ACM SOLAIRE"
18144,simple,,,"Depiwhite.S Ecran Solaire spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,185.00,277.50,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Depiwhite.S-Ecran-Solaire-spf50-50ml.webp,,,,,,,,,0,"ACM SOLAIRE"
18145,simple,,,"Dercos Shamp Anti-Pelliculaire Chvx Gras Refill Recharge 390ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,173.33,260.00,"Capillaire, Capillaire > Shampooings Antipelliculaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Dercos-Shamp-Anti-Pelliculaire-Chvx-Gras-Refill-Recharge-390ml.webp,,,,,,,,,0,Dercos
18146,simple,,,"Dermaceutic Advanced Cleanser 150ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,220.00,330.00,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermaceutic-Advanced-Cleanser-150ml.jpg,,,,,,,,,0,"Derma Ceutic"
18147,simple,,,"Dermaceutic C25 Creme 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,470.00,705.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermaceutic-C25-Creme-30ml.webp,,,,,,,,,0,"Derma Ceutic"
18148,simple,,,"Dermaceutic Sun Ceutic Spf50 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,270.00,405.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermaceutic-Sun-Ceutic-Spf50-50ml.jpg,,,,,,,,,0,"Derma Ceutic"
18149,simple,,,"Dermacia Melawhite Blister 60gelules",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,215.00,322.50,"Compléments Alimentaires > Beauté de peau, Compléments Alimentaires",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermacia-Melawhite-Blister-60gelules.webp,,,,,,,,,0,Dermacia
18150,simple,,,"Dermacia Melawhite creme depigmentante 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,230.00,345.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermacia-Melawhite-creme-depigmentante-50ml.jpg,,,,,,,,,0,Dermacia
18151,simple,,,"Dermadoc Creme Anti-Age 40ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,170.00,255.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermadoc-Creme-Anti-Age-40ml.png,,,,,,,,,0,Dermadoc
18152,simple,,,"Dermadoc Creme Anti-Cernes 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,140.00,210.00,"Visage, Visage > Yeux & Levres",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermadoc-Creme-Anti-Cernes-30ml.png,,,,,,,,,0,Dermadoc
18153,simple,,,"Dermadoc Creme Depigmentante Intensive spf15+ 40ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,240.00,360.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermadoc-Creme-Depigmentante-Intensive-spf15-40ml.png,,,,,,,,,0,Dermadoc
18154,simple,,,"Dermadoc Creme Hydratante 80ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,110.00,165.00,"Visage > Hydratation Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermadoc-Creme-Hydratante-80ml.png,,,,,,,,,0,Dermadoc
18155,simple,,,"Dermadoc Ecran Solaire Invisible spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,160.00,240.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermadoc-Ecran-Solaire-Invisible-spf50-50ml.jpg,,,,,,,,,0,Dermadoc
18156,simple,,,"Dermadoc Gel Nettoyant Eclaircissante 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,100.00,150.00,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermadoc-Gel-Nettoyant-Eclaircissante-200ml.png,,,,,,,,,0,Dermadoc
18157,simple,,,"Dermagor atopicalm savon surgras 150g",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,80.00,120.00,"Corps, Corps > Nettoyant Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermagor-atopicalm-savon-surgras-150g.webp,,,,,,,,,0,Dermagor
18158,simple,,,"Dermagor Atopicalm Tbe 250Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,125.00,187.51,"Corps, Corps > Hydratation Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermagor-Atopicalm-Tbe-250Ml.webp,,,,,,,,,0,Dermagor
18159,simple,,,"Dermagor Cold Creme 40 Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,80.00,120.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermagor-Cold-Creme-40-Ml.png,,,,,,,,,0,Dermagor
18160,simple,,,"Dermocare Creme Eclaircissante Visage 40ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,230.00,345.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermocare-Creme-Eclaircissante-Visage-40ml.webp,,,,,,,,,0,Dermocare
18161,simple,,,"Dermocare Ecran fluide invisible spf50 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,165.00,247.50,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermocare-Ecran-fluide-invisible-spf50-50ml.webp,,,,,,,,,0,Dermocare
18162,simple,,,"Dermocare gel nettoyant eclaircissante 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,125.00,187.50,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermocare-gel-nettoyant-eclaircissante-200ml.webp,,,,,,,,,0,Dermocare
18163,simple,,,"Dermocare gel nettoyant eclaircissante 400ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,185.00,277.50,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dermocare-gel-nettoyant-eclaircissante-400ml.jpg,,,,,,,,,0,Dermocare
18164,simple,,,"DF Antitache Creme 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,100.00,150.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/DF-Antitache-Creme-30ml.webp,,,,,,,,,0,Df
18165,simple,,,"Diab Control Bandlettes 25pcs",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,80.00,120.00,"Santé & Bien être > Premiers secours, Santé & Bien être",,,https://paralbl.ma/wp-content/uploads/2026/03/Diab-Control-Bandlettes-25pcs.webp,,,,,,,,,0,"Diab control"
18166,simple,,,"Diab Control Bandlettes Bte de 50pcs",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,145.00,217.50,"Santé & Bien être > Premiers secours, Santé & Bien être",,,https://paralbl.ma/wp-content/uploads/2026/03/Diab-Control-Bandlettes-Bte-de-50pcs.jpg,,,,,,,,,0,"Diab control"
18167,simple,,,"Dietaroma 6 Magnesium Forte 300mg 30gelules",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,215.00,322.50,"Compléments Alimentaires, Compléments Alimentaires > Stress & Sommeil",,,https://paralbl.ma/wp-content/uploads/2026/03/Dietaroma-6-Magnesium-Forte-300mg-30gelules.webp,,,,,,,,,0,Dietaroma
18168,simple,,,"Dietaroma Articulior forte Gluco Chondro 20 cps",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,111.30,166.95,"Compléments Alimentaires > Articulations, Compléments Alimentaires",,,https://paralbl.ma/wp-content/uploads/2026/03/Dietaroma-Articulior-forte-Gluco-Chondro-20-cps.webp,,,,,,,,,0,Dietaroma
18169,simple,,,"Dietaroma Circulation & elimination ""Vinalege"" 45cps",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,150.00,225.00,"Compléments Alimentaires > Cardiovasculaire, Compléments Alimentaires",,,https://paralbl.ma/wp-content/uploads/2026/03/Dietaroma-Circulation-elimination-22Vinalege22-45cps.webp,,,,,,,,,0,Dietaroma
18170,simple,,,"Dietaroma Complexe Fer+Vitamine C 30cps",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,110.00,165.00,"Compléments Alimentaires, Compléments Alimentaires > Energie & Vitalité",,,https://paralbl.ma/wp-content/uploads/2026/03/Dietaroma-Complexe-FerVitamine-C-30cps.webp,,,,,,,,,0,Dietaroma
18171,simple,,,"Dietaroma Derm Ideal Collagene+CoQ10+Acide Hyaluronic 60cps",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,268.00,402.00,"Compléments Alimentaires > Beauté de peau, Compléments Alimentaires",,,https://paralbl.ma/wp-content/uploads/2026/03/Dietaroma-Derm-Ideal-CollageneCoQ10Acide-Hyaluronic-60cps.webp,,,,,,,,,0,Dietaroma
18172,simple,,,"Dietaroma La Ruche Gelee Royale 1500mg 30*15ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,270.00,405.00,"Compléments Alimentaires, Compléments Alimentaires > Immunité & Défenses Naturelles",,,https://paralbl.ma/wp-content/uploads/2026/03/Dietaroma-La-Ruche-Gelee-Royale-1500mg-3015ml.webp,,,,,,,,,0,Dietaroma
18173,simple,,,"Doppel Herz A-Z Depot 30 comp",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,95.20,142.80,"Compléments Alimentaires, Compléments Alimentaires > Energie & Vitalité",,,https://paralbl.ma/wp-content/uploads/2026/03/Doppel-Herz-A-Z-Depot-30-comp.jpg,,,,,,,,,0,"Doppel Herz"
18174,simple,,,"Doppel Herz Lacto-pro 20 capsules",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,137.20,205.80,"Compléments Alimentaires, Compléments Alimentaires > Detox & Transit",,,https://paralbl.ma/wp-content/uploads/2026/03/Doppel-Herz-Lacto-pro-20-capsules.avif,,,,,,,,,0,"Doppel Herz"
18175,simple,,,"Doppel Herz Magnesium 30cps",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,86.80,130.20,"Compléments Alimentaires, Compléments Alimentaires > Immunité & Défenses Naturelles",,,https://paralbl.ma/wp-content/uploads/2026/03/Doppel-Herz-Magnesium-30cps.webp,,,,,,,,,0,"Doppel Herz"
18176,simple,,,"Doppel Herz Zinc+Histidine+Vitamine C 30cps",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,92.40,138.60,"Compléments Alimentaires, Compléments Alimentaires > Immunité & Défenses Naturelles",,,https://paralbl.ma/wp-content/uploads/2026/03/Doppel-Herz-ZincHistidineVitamine-C-30cps.webp,,,,,,,,,0,"Doppel Herz"
18177,simple,,,"Dr.ALTHEA 147 Barrier Cream 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,269.00,403.50,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dr.ALTHEA-147-Barrier-Cream-50ml.webp,,,,,,,,,0,Dr.ALTHEA
18178,simple,,,"Dr.ALTHEA 345 Relief Cream 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,269.00,403.50,"Visage > Hydratation Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Dr.ALTHEA-345-Relief-Cream-50ml.webp,,,,,,,,,0,Dr.ALTHEA
18179,simple,,,"Duc Anacaps reactiv 30 capsules",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,259.00,388.50,"Compléments Alimentaires > Cheveux & Ongles, Compléments Alimentaires",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Anacaps-reactiv-30-capsules.jpg,,,,,,,,,0,Ducray
18180,simple,,,"Duc dexyane Med creme reparatrice 100ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,224.00,336.00,"Corps, Corps > Soin Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-dexyane-Med-creme-reparatrice-100ml.jpg,,,,,,,,,0,Ducray
18181,simple,,,"Duc dexyane Med Palpebral 15ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,158.20,237.30,"Visage, Visage > Yeux & Levres",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-dexyane-Med-Palpebral-15ml.webp,,,,,,,,,0,Ducray
18182,simple,,,"Duc Ictyane Creme emollient 200Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,177.80,266.70,"Corps, Corps > Hydratation Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Ictyane-Creme-emollient-200Ml.webp,,,,,,,,,0,Ducray
18183,simple,,,"Duc Ictyane hydra creme legere Pns 40ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,114.80,172.20,"Visage > Hydratation Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Ictyane-hydra-creme-legere-Pns-40ml.webp,,,,,,,,,0,Ducray
18184,simple,,,"Duc Ictyane Nutri creme Riche Ps 40ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,114.80,172.20,"Visage > Hydratation Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Ictyane-Nutri-creme-Riche-Ps-40ml.png,,,,,,,,,0,Ducray
18185,simple,,,"Duc Kelual Emulsion 50Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,112.00,168.00,"Corps, Corps > Soin Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Kelual-Emulsion-50Ml.webp,,,,,,,,,0,Ducray
18186,simple,,,"Duc keracnyl creme repair defi 50Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,137.20,205.80,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-keracnyl-creme-repair-defi-50Ml.png,,,,,,,,,0,Ducray
18187,simple,,,"Duc Keracnyl Gel Moussant 200Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,125.30,187.95,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Keracnyl-Gel-Moussant-200Ml.png,,,,,,,,,0,Ducray
18188,simple,,,"Duc Keracnyl Pp+ Creme anti-imperfection 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,168.00,252.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Keracnyl-Pp-Creme-anti-imperfection-30ml.jpg,,,,,,,,,0,Ducray
18189,simple,,,"Duc keracnyl serum 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,195.30,292.95,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-keracnyl-serum-30ml.png,,,,,,,,,0,Ducray
18190,simple,,,"Duc keracnyl UV fluide anti-imperfection 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,182.00,273.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-keracnyl-UV-fluide-anti-imperfection-50ml.webp,,,,,,,,,0,Ducray
18191,simple,,,"Duc melascreen creme anti-taches protectrice spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,200.20,300.30,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-melascreen-creme-anti-taches-protectrice-spf50-50ml.webp,,,,,,,,,0,Ducray
18192,simple,,,"Duc melascreen Fluide anti-taches protectrice spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,200.20,300.30,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-melascreen-Fluide-anti-taches-protectrice-spf50-50ml.webp,,,,,,,,,0,Ducray
18193,simple,,,"Duc Squanorm Lotion au Zinc Anti-Pelliculaire 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,112.00,168.00,"Capillaire, Capillaire > Soins Sans Rinçage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Squanorm-Lotion-au-Zinc-Anti-Pelliculaire-200ml.webp,,,,,,,,,0,Ducray
18194,simple,,,"Duc squanorm shamp Traitant pellicules Grasses 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,131.60,197.40,"Capillaire, Capillaire > Shampooings Antipelliculaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-squanorm-shamp-Traitant-pellicules-Grasses-200ml.jpg,,,,,,,,,0,Ducray
18195,simple,,,"Duc Squanorm Shamp Traitant Pellicules Seches 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,131.60,197.40,"Capillaire, Capillaire > Shampooings Antipelliculaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Duc-Squanorm-Shamp-Traitant-Pellicules-Seches-200ml.png,,,,,,,,,0,Ducray
18196,simple,,,"Duo LP-PRO 150ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,80.50,120.75,"Santé & Bien être > Anti-poux, Santé & Bien être",,,https://paralbl.ma/wp-content/uploads/2026/03/Duo-LP-PRO-150ml.jpg,,,,,,,,,0,"Duo LP-PRO"
18197,simple,,,"Duolys contour yeux 15ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,239.00,358.50,"Visage, Visage > Yeux & Levres",,,https://paralbl.ma/wp-content/uploads/2026/03/Duolys-contour-yeux-15ml.jpg,,,,,,,,,0,ACM
18198,simple,,,"Duolys Creme legere anti-age 40Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,164.00,246.00,"Visage > Hydratation Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duolys-Creme-legere-anti-age-40Ml.png,,,,,,,,,0,ACM
18199,simple,,,"Duolys Creme Riche anti-age 40Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,169.00,253.50,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Duolys-Creme-Riche-anti-age-40Ml.png,,,,,,,,,0,ACM
18200,simple,,,"Duolys Ecran Solaire 50 Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,229.00,343.50,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Duolys-Ecran-Solaire-50-Ml.webp,,,,,,,,,0,"ACM SOLAIRE"
18201,simple,,,"Dwhite Ecran Solaire Invisible spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,210.00,315.00,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Dwhite-Ecran-Solaire-Invisible-spf50-50ml.webp,,,,,,,,,0,Dwhite
18202,simple,,,"Dwhite Ecran Solaire Teinte Claire spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,215.00,322.50,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Dwhite-Ecran-Solaire-Teinte-Claire-spf50-50ml.webp,,,,,,,,,0,Dwhite
18203,simple,,,"Ecladerm Eclawhite Creme Eclaircissante 40ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,248.68,373.02,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecladerm-Eclawhite-Creme-Eclaircissante-40ml.webp,,,,,,,,,0,Ecladerm
18204,simple,,,"Ecladerm Hydra Derm Creme Hydratante 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,119.68,179.52,"Visage > Hydratation Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecladerm-Hydra-Derm-Creme-Hydratante-50ml.jpg,,,,,,,,,0,Ecladerm
18205,simple,,,"Ecladerm Nettoderm Gel Nettoyant 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,119.68,179.52,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecladerm-Nettoderm-Gel-Nettoyant-200ml.webp,,,,,,,,,0,Ecladerm
18206,simple,,,"Ecladerm Nettoderm Gel Nettoyant 400ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,189.68,284.52,"Visage > Nettoyants & Démaquillants, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecladerm-Nettoderm-Gel-Nettoyant-400ml.webp,,,,,,,,,0,Ecladerm
18207,simple,,,"Ecladerm Protect Glow Ecran Fluide invisible spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,188.68,283.02,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecladerm-Protect-Glow-Ecran-Fluide-invisible-spf50-50ml.webp,,,,,,,,,0,Ecladerm
18208,simple,,,"Ecladerm Sun Derm Ecran Solaire Invisible spf50+ 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,188.68,283.02,"Solaire > Protection Solaire VIsage, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecladerm-Sun-Derm-Ecran-Solaire-Invisible-spf50-50ml.webp,,,,,,,,,0,Ecladerm
18209,simple,,,"Ecrinal Gel Cils Fortifiant 9ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,260.00,390.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Ecrinal-Gel-Cils-Fortifiant-9ml.webp,,,,,,,,,0,Ecrinal
18210,simple,,,"Eliderm sun care lait solaire adulte spf50+ 200ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,146.00,219.00,"Solaire > Protection Solaire Corps, Solaire",,,https://paralbl.ma/wp-content/uploads/2026/03/Eliderm-sun-care-lait-solaire-adulte-spf50-200ml.webp,,,,,,,,,0,Eliderm
18211,simple,,,"Elliance Septispray 125Ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,93.33,140.00,"Santé & Bien être > Premiers secours, Santé & Bien être",,,https://paralbl.ma/wp-content/uploads/2026/03/Elliance-Septispray-125Ml.png,,,,,,,,,0,Elliance
18212,simple,,,"Embryolisse Lait Creme Concentre 75ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,250.00,375.00,"Corps, Corps > Hydratation Corps",,,https://paralbl.ma/wp-content/uploads/2026/03/Embryolisse-Lait-Creme-Concentre-75ml.webp,,,,,,,,,0,EMBRYOLISSE
18213,simple,,,"Endocare tensage creme regenerateur 50ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,314.00,471.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Endocare-tensage-creme-regenerateur-50ml.webp,,,,,,,,,0,IFC/Endocare
18214,simple,,,"Enoliss perfect skin 10 AHA 30ml",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,318.00,477.00,"Visage > Soin Visage, Visage",,,https://paralbl.ma/wp-content/uploads/2026/03/Enoliss-perfect-skin-10-AHA-30ml.webp,,,,,,,,,0,Codexial
